link,Maven,Gradle,Travis CI,Github Actions,Maven Jacoco, Maven Cobertura,Maven Javadoc,Gradle Jacoco,Gradle Cobertura,Gradle Javadoc,Travis Codecov,Travis Jacoco, Travis Cobertura,Travis Javadoc,GA Codecov,GA Jacoco, GA Cobertura,GA Javadoc
https://github.com/dicodingacademy/a14-made-labs2,,Custom View/MyCustomView/java/app/build.gradle;Custom View/MyCustomView/java/build.gradle;Custom View/MyCustomView/java/settings.gradle;Custom View/MyCustomView/kotlin/app/build.gradle;Custom View/MyCustomView/kotlin/build.gradle;Custom View/MyCustomView/kotlin/settings.gradle;Instrumental Test/MyInstrumentalTest/java/app/build.gradle;Instrumental Test/MyInstrumentalTest/java/build.gradle;Instrumental Test/MyInstrumentalTest/java/settings.gradle;Instrumental Test/MyInstrumentalTest/kotlin/app/build.gradle;Instrumental Test/MyInstrumentalTest/kotlin/build.gradle;Instrumental Test/MyInstrumentalTest/kotlin/settings.gradle;Localization/MyLocalization/java/app/build.gradle;Localization/MyLocalization/java/build.gradle;Localization/MyLocalization/java/settings.gradle;Localization/MyLocalization/kotlin/app/build.gradle;Localization/MyLocalization/kotlin/build.gradle;Localization/MyLocalization/kotlin/settings.gradle;Navigation/MyActionBar/java/app/build.gradle;Navigation/MyActionBar/java/build.gradle;Navigation/MyActionBar/java/settings.gradle;Navigation/MyActionBar/kotlin/app/build.gradle;Navigation/MyActionBar/kotlin/build.gradle;Navigation/MyActionBar/kotlin/settings.gradle;Navigation/MyBottomNavigation/java/app/build.gradle;Navigation/MyBottomNavigation/java/build.gradle;Navigation/MyBottomNavigation/java/settings.gradle;Navigation/MyBottomNavigation/kotlin/app/build.gradle;Navigation/MyBottomNavigation/kotlin/build.gradle;Navigation/MyBottomNavigation/kotlin/settings.gradle;Navigation/MyNavigation/java/app/build.gradle;Navigation/MyNavigation/java/build.gradle;Navigation/MyNavigation/java/settings.gradle;Navigation/MyNavigation/kotlin/app/build.gradle;Navigation/MyNavigation/kotlin/build.gradle;Navigation/MyNavigation/kotlin/settings.gradle;Navigation/MyNavigationDrawer/java/app/build.gradle;Navigation/MyNavigationDrawer/java/build.gradle;Navigation/MyNavigationDrawer/java/settings.gradle;Navigation/MyNavigationDrawer/kotlin/app/build.gradle;Navigation/MyNavigationDrawer/kotlin/build.gradle;Navigation/MyNavigationDrawer/kotlin/settings.gradle;Navigation/MyTabLayout/java/app/build.gradle;Navigation/MyTabLayout/java/build.gradle;Navigation/MyTabLayout/java/settings.gradle;Navigation/MyTabLayout/kotlin/app/build.gradle;Navigation/MyTabLayout/kotlin/build.gradle;Navigation/MyTabLayout/kotlin/settings.gradle;RecyclerView/MyRecyclerView/java/app/build.gradle;RecyclerView/MyRecyclerView/java/build.gradle;RecyclerView/MyRecyclerView/java/settings.gradle;RecyclerView/MyRecyclerView/kotlin/app/build.gradle;RecyclerView/MyRecyclerView/kotlin/build.gradle;RecyclerView/MyRecyclerView/kotlin/settings.gradle;Style and Theme/MyViewAndViewGroupWithStyle/java/app/build.gradle;Style and Theme/MyViewAndViewGroupWithStyle/java/build.gradle;Style and Theme/MyViewAndViewGroupWithStyle/java/settings.gradle;Style and Theme/MyViewAndViewGroupWithStyle/kotlin/app/build.gradle;Style and Theme/MyViewAndViewGroupWithStyle/kotlin/build.gradle;Style and Theme/MyViewAndViewGroupWithStyle/kotlin/settings.gradle;Views and group/MyConstraintView/java/app/build.gradle;Views and group/MyConstraintView/java/build.gradle;Views and group/MyConstraintView/java/settings.gradle;Views and group/MyConstraintView/kotlin/app/build.gradle;Views and group/MyConstraintView/kotlin/build.gradle;Views and group/MyConstraintView/kotlin/settings.gradle;Views and group/MyViewAndViewGroup/java/app/build.gradle;Views and group/MyViewAndViewGroup/java/build.gradle;Views and group/MyViewAndViewGroup/java/settings.gradle;Views and group/MyViewAndViewGroup/kotlin/app/build.gradle;Views and group/MyViewAndViewGroup/kotlin/build.gradle;Views and group/MyViewAndViewGroup/kotlin/settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/youlaitech/youlai-mall,mall-oms/oms-api/pom.xml;mall-oms/oms-boot/pom.xml;mall-oms/pom.xml;mall-pms/pms-api/pom.xml;mall-pms/pms-boot/pom.xml;mall-pms/pom.xml;mall-sms/pom.xml;mall-sms/sms-api/pom.xml;mall-sms/sms-boot/pom.xml;mall-ums/pom.xml;mall-ums/ums-api/pom.xml;mall-ums/ums-boot/pom.xml;pom.xml;youlai-admin/admin-api/pom.xml;youlai-admin/admin-boot/pom.xml;youlai-admin/pom.xml;youlai-auth/pom.xml;youlai-common/common-core/pom.xml;youlai-common/common-elasticsearch/pom.xml;youlai-common/common-file/pom.xml;youlai-common/common-log/pom.xml;youlai-common/common-mybatis/pom.xml;youlai-common/common-rabbitmq/pom.xml;youlai-common/common-redis/pom.xml;youlai-common/common-sms/pom.xml;youlai-common/common-web/pom.xml;youlai-common/pom.xml;youlai-gateway/pom.xml;youlai-lab/pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/aliyun/alicloud-android-demo,,build.gradle;devops_android_demo/build.gradle;feedback_android_demo/build.gradle;ha_android_demo/build.gradle;hotfix_android_demo/build.gradle;httpdns_android_demo/build.gradle;httpdns_api_demo/build.gradle;man_android_demo/build.gradle;mpush_android_demo/build.gradle;mpush_reactnative_android_demo/AwesomeProject/android/app/build.gradle;mpush_reactnative_android_demo/AwesomeProject/android/build.gradle;mpush_reactnative_android_demo/AwesomeProject/android/settings.gradle;settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/fengjundev/Android-Skin-Loader,,android-skin-loader-lib/build.gradle;android-skin-loader-sample/build.gradle;android-skin-loader-skin/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/cordova-plugin-camera-preview/cordova-plugin-camera-preview,,,,,,,,,,,,,,,,,,
https://github.com/Ereza/CustomActivityOnCrash,,build.gradle;library/build.gradle;library/publish-mavencentral.gradle;sample/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/JosephZhu1983/java-common-mistakes,pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/qstumn/BadgeView,,app/build.gradle;badgeviewlib/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/nus-cs2103-AY2021S1/tp,,build.gradle;,,.github/workflows/gradle.yml;,,,,build.gradle;,,,,,,,,.github/workflows/gradle.yml;,,
https://github.com/JannsenYang/dingdong-helper,pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/guardianproject/ChatSecureAndroid,pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/watson-developer-cloud/java-sdk,assistant/pom.xml;common/pom.xml;discovery/pom.xml;docker/pom.xml;examples/pom.xml;ibm-watson/pom.xml;language-translator/pom.xml;natural-language-understanding/pom.xml;pom.xml;speech-to-text/pom.xml;text-to-speech/pom.xml;,,.travis.yml;,.github/workflows/build-test.yml;.github/workflows/deploy.yml;.github/workflows/integration-test.yml;,pom.xml;,,pom.xml;,,,,.travis.yml;,,,.travis.yml;,.github/workflows/build-test.yml;,.github/workflows/build-test.yml;,,.github/workflows/deploy.yml;
https://github.com/JoanZapata/android-iconify,,android-iconify-entypo/build.gradle;android-iconify-fontawesome/build.gradle;android-iconify-ionicons/build.gradle;android-iconify-material-community/build.gradle;android-iconify-material/build.gradle;android-iconify-meteocons/build.gradle;android-iconify-sample/build.gradle;android-iconify-simplelineicons/build.gradle;android-iconify-typicons/build.gradle;android-iconify-weathericons/build.gradle;android-iconify/build.gradle;build.gradle;gradle/gradle-mvn-push.gradle;settings.gradle;,,,,,,,,gradle/gradle-mvn-push.gradle;,,,,,,,,
https://github.com/Neamar/KISS,,app/build.gradle;build.gradle;settings.gradle;,,.github/workflows/ci.yml;.github/workflows/stale.yml;,,,,,,,,,,,,,,
https://github.com/allure-framework/allure2,,allure-commandline/build.gradle.kts;allure-generator/build.gradle.kts;allure-jira-commons/build.gradle.kts;allure-plugin-api/build.gradle.kts;build.gradle.kts;plugins/behaviors-plugin/build.gradle.kts;plugins/cucumber-json-plugin/build.gradle;plugins/custom-logo-plugin/build.gradle.kts;plugins/jira-plugin/build.gradle.kts;plugins/junit-xml-plugin/build.gradle.kts;plugins/packages-plugin/build.gradle.kts;plugins/screen-diff-plugin/build.gradle.kts;plugins/trx-plugin/build.gradle.kts;plugins/xctest-plugin/build.gradle.kts;plugins/xray-plugin/build.gradle.kts;plugins/xunit-xml-plugin/build.gradle.kts;settings.gradle.kts;,,.github/workflows/build.yaml;.github/workflows/gradle-wrapper-validation.yml;.github/workflows/labeler.yml;.github/workflows/labels-verify.yml;.github/workflows/publish.yml;.github/workflows/release.yaml;,,,,,,build.gradle.kts;,,,,,,,,
https://github.com/bytedeco/javacpp,platform/pom.xml;pom.xml;src/it/osgi/pom.xml;,,.travis.yml;,.github/workflows/javacpp.yml;,,,pom.xml;,,,,,,,.travis.yml;,,,,.github/workflows/javacpp.yml;
https://github.com/ProgrammerAnthony/Pantheon,pantheon-client/pom.xml;pantheon-common/pom.xml;pantheon-dubbo-support/pom.xml;pantheon-remoting/pom.xml;pantheon-server/pom.xml;pantheon-spring-cloud-gateway-support/pom.xml;pantheon-spring-cloud-netflix-client-new/pom.xml;pantheon-spring-cloud-netflix-client/pom.xml;pantheon-spring-cloud-netflix-server/pom.xml;pantheon-zuul-support/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/APCSLowell/OldMacDonald,,,,,,,,,,,,,,,,,,
https://github.com/dropbox/hackpad,,,,,,,,,,,,,,,,,,
https://github.com/google/gcm,client-libraries/java/rest-client/pom.xml;,samples/android/gcm-demo/build.gradle;samples/android/gcm-demo/settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/Qihoo360/Quicksql,assembly/pom.xml;client/pom.xml;core/pom.xml;example/pom.xml;meta/pom.xml;parser/pom.xml;pom.xml;server/pom.xml;,,,.github/workflows/maven.yml;,,,pom.xml;,,,,,,,,,,,
https://github.com/udacity/Advanced_Android_Development,,app/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/aws-amplify/aws-sdk-android,,aws-android-sdk-apigateway-core/build.gradle;aws-android-sdk-apigateway-test/build.gradle;aws-android-sdk-auth-core/build.gradle;aws-android-sdk-auth-facebook/build.gradle;aws-android-sdk-auth-google/build.gradle;aws-android-sdk-auth-ui/build.gradle;aws-android-sdk-auth-userpools/build.gradle;aws-android-sdk-chimesdkidentity/build.gradle;aws-android-sdk-chimesdkmessaging/build.gradle;aws-android-sdk-cloudwatch/build.gradle;aws-android-sdk-cognitoauth/build.gradle;aws-android-sdk-cognitoidentityprovider-asf/build.gradle;aws-android-sdk-cognitoidentityprovider-test/build.gradle;aws-android-sdk-cognitoidentityprovider/build.gradle;aws-android-sdk-comprehend/build.gradle;aws-android-sdk-connect/build.gradle;aws-android-sdk-connectparticipant/build.gradle;aws-android-sdk-core-test/build.gradle;aws-android-sdk-core/build.gradle;aws-android-sdk-ddb-document/build.gradle;aws-android-sdk-ddb-mapper/build.gradle;aws-android-sdk-ddb/build.gradle;aws-android-sdk-ec2/build.gradle;aws-android-sdk-iot-test/build.gradle;aws-android-sdk-iot/build.gradle;aws-android-sdk-kinesis/build.gradle;aws-android-sdk-kinesisvideo-archivedmedia/build.gradle;aws-android-sdk-kinesisvideo-signaling/build.gradle;aws-android-sdk-kinesisvideo/build.gradle;aws-android-sdk-kms/build.gradle;aws-android-sdk-lambda/build.gradle;aws-android-sdk-lex/build.gradle;aws-android-sdk-location/build.gradle;aws-android-sdk-logs/build.gradle;aws-android-sdk-machinelearning/build.gradle;aws-android-sdk-mobile-client/build.gradle;aws-android-sdk-pinpoint-test/build.gradle;aws-android-sdk-pinpoint/build.gradle;aws-android-sdk-polly/build.gradle;aws-android-sdk-rekognition/build.gradle;aws-android-sdk-s3-test/build.gradle;aws-android-sdk-s3/build.gradle;aws-android-sdk-sagemaker-runtime/build.gradle;aws-android-sdk-sdb/build.gradle;aws-android-sdk-ses/build.gradle;aws-android-sdk-sns/build.gradle;aws-android-sdk-sqs/build.gradle;aws-android-sdk-testutils/build.gradle;aws-android-sdk-textract/build.gradle;aws-android-sdk-transcribe/build.gradle;aws-android-sdk-translate/build.gradle;build.gradle;publishing.gradle;settings.gradle;,,.github/workflows/notify_comments.yml;.github/workflows/notify_release.yml;.github/workflows/release_pr.yml;,,,,,,publishing.gradle;,,,,,,,,
https://github.com/sbugert/react-native-admob,,Example/android/app/build.gradle;Example/android/build.gradle;Example/android/settings.gradle;android/build.gradle;,,.github/workflows/integrate.yml;,,,,,,,,,,,,,,
https://github.com/JoanZapata/base-adapter-helper,base-adapter-helper-sample/pom.xml;base-adapter-helper/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/pytorch/serve,serving-sdk/pom.xml;,frontend/archive/build.gradle;frontend/build.gradle;frontend/server/build.gradle;frontend/settings.gradle;frontend/tools/gradle/check.gradle;frontend/tools/gradle/formatter.gradle;frontend/tools/gradle/launcher.gradle;frontend/tools/gradle/proto.gradle;frontend/tools/gradle/spotbugs.gradle;plugins/DDBEndPoint/build.gradle;plugins/build.gradle;plugins/endpoints/build.gradle;plugins/settings.gradle;plugins/tools/gradle/check.gradle;plugins/tools/gradle/formatter.gradle;plugins/tools/gradle/spotbugs.gradle;,,.github/workflows/benchmark_nightly_cpu.yml;.github/workflows/benchmark_nightly_gpu.yml;.github/workflows/ci_cpu.yml;.github/workflows/ci_gpu.yml;.github/workflows/doc-automation.yml;.github/workflows/docker-nightly-build.yml;.github/workflows/lint.yml;.github/workflows/scale-config.yml;.github/workflows/torch-model-archiver-nightly-build.yml;.github/workflows/torch-workflow-archiver-nightly-build.yml;.github/workflows/torchserve-nightly-build.yml;,,,serving-sdk/pom.xml;,frontend/build.gradle;frontend/tools/gradle/check.gradle;plugins/build.gradle;plugins/tools/gradle/check.gradle;,,frontend/tools/gradle/formatter.gradle;plugins/tools/gradle/formatter.gradle;,,,,,,,,
https://github.com/cgeo/cgeo,,build.gradle;cgeo-contacts/build.gradle;main/build.gradle;mapswithme-api/build.gradle;settings.gradle;,,.github/workflows/branch-merge.yml;,,,,,,build.gradle;,,,,,,,,
https://github.com/yangxiufeng666/Micro-Service-Skeleton,mss-common/pom.xml;mss-gateway/pom.xml;mss-monitor/pom.xml;mss-oauth/pom.xml;mss-upms/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/xuyisheng/AndroidHeroes,,11.bmob/Bmob_source/bmob/build.gradle;11.bmob/Bmob_source/build.gradle;11.bmob/Bmob_source/settings.gradle;12.L新特性/ActivityTrans/MyApplication/app/build.gradle;12.L新特性/ActivityTrans/MyApplication/build.gradle;12.L新特性/ActivityTrans/MyApplication/settings.gradle;12.L新特性/AnimatedSelector/app/build.gradle;12.L新特性/AnimatedSelector/build.gradle;12.L新特性/AnimatedSelector/settings.gradle;12.L新特性/MyLNotification/app/build.gradle;12.L新特性/MyLNotification/build.gradle;12.L新特性/MyLNotification/settings.gradle;12.L新特性/Palette/MyApplication/app/build.gradle;12.L新特性/Palette/MyApplication/build.gradle;12.L新特性/Palette/MyApplication/settings.gradle;12.L新特性/ToolbarTest/app/build.gradle;12.L新特性/ToolbarTest/build.gradle;12.L新特性/ToolbarTest/settings.gradle;12.L新特性/recyclerview/MyApplication/app/build.gradle;12.L新特性/recyclerview/MyApplication/build.gradle;12.L新特性/recyclerview/MyApplication/settings.gradle;13.实例提高/Game2048/app/build.gradle;13.实例提高/Game2048/build.gradle;13.实例提高/Game2048/settings.gradle;13.实例提高/XPuzzle/app/build.gradle;13.实例提高/XPuzzle/build.gradle;13.实例提高/XPuzzle/settings.gradle;3.Android控件架构/SystemWidget/app/build.gradle;3.Android控件架构/SystemWidget/build.gradle;3.Android控件架构/SystemWidget/settings.gradle;3.Android控件架构/ViewLayout/app/build.gradle;3.Android控件架构/ViewLayout/build.gradle;3.Android控件架构/ViewLayout/settings.gradle;4.ListView/MyListView/app/build.gradle;4.ListView/MyListView/build.gradle;4.ListView/MyListView/settings.gradle;5.Scroll/DragViewTest/app/build.gradle;5.Scroll/DragViewTest/build.gradle;5.Scroll/DragViewTest/settings.gradle;6.绘图/Image/app/build.gradle;6.绘图/Image/build.gradle;6.绘图/Image/settings.gradle;6.绘图/ImagePath/app/build.gradle;6.绘图/ImagePath/build.gradle;6.绘图/ImagePath/settings.gradle;6.绘图/ImageShape/app/build.gradle;6.绘图/ImageShape/build.gradle;6.绘图/ImageShape/settings.gradle;6.绘图/MyApplication/app/build.gradle;6.绘图/MyApplication/build.gradle;6.绘图/MyApplication/settings.gradle;6.绘图/MyLayerTest/app/build.gradle;6.绘图/MyLayerTest/build.gradle;6.绘图/MyLayerTest/settings.gradle;6.绘图/SurfaceViewTest/app/build.gradle;6.绘图/SurfaceViewTest/build.gradle;6.绘图/SurfaceViewTest/settings.gradle;7.动画/Anim/app/build.gradle;7.动画/Anim/build.gradle;7.动画/Anim/settings.gradle;7.动画/CustomAnim/app/build.gradle;7.动画/CustomAnim/build.gradle;7.动画/CustomAnim/settings.gradle;7.动画/VectorTest/app/build.gradle;7.动画/VectorTest/build.gradle;7.动画/VectorTest/settings.gradle;7.动画/ViewAnim/app/build.gradle;7.动画/ViewAnim/build.gradle;7.动画/ViewAnim/settings.gradle;8.Activity/Activity/MyApplication/app/build.gradle;8.Activity/Activity/MyApplication/build.gradle;8.Activity/Activity/MyApplication/settings.gradle;8.Activity/ActivityStack/app/build.gradle;8.Activity/ActivityStack/build.gradle;8.Activity/ActivityStack/settings.gradle;9.系统与安全/SystemInfo/app/build.gradle;9.系统与安全/SystemInfo/build.gradle;9.系统与安全/SystemInfo/settings.gradle;9.系统与安全/SystemTest/app/build.gradle;9.系统与安全/SystemTest/build.gradle;9.系统与安全/SystemTest/settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/facebookarchive/network-connection-class,,build.gradle;connectionclass-sample/build.gradle;connectionclass/build.gradle;release.gradle;settings.gradle;,,,,,,,,release.gradle;,,,,,,,,
https://github.com/BriData/DBus,dbus-auto-check/allinone-auto-check/pom.xml;dbus-auto-check/dbus-canal-auto/pom.xml;dbus-auto-check/dbus-ogg-auto/pom.xml;dbus-auto-check/log-auto-check/pom.xml;dbus-auto-check/pom.xml;dbus-commons/pom.xml;dbus-components/dbus-mail-customize/pom.xml;dbus-components/dbus-mail/pom.xml;dbus-components/dbus-sms-customize/pom.xml;dbus-components/dbus-sms/pom.xml;dbus-components/pom.xml;dbus-fullpuller/pom.xml;dbus-heartbeat/pom.xml;dbus-keeper/config-server/pom.xml;dbus-keeper/gateway/pom.xml;dbus-keeper/keeper-auto-deploy/pom.xml;dbus-keeper/keeper-base/pom.xml;dbus-keeper/keeper-mgr/pom.xml;dbus-keeper/keeper-proxy/pom.xml;dbus-keeper/keeper-service/pom.xml;dbus-keeper/keeperboot-base/pom.xml;dbus-keeper/pom.xml;dbus-keeper/register-server/pom.xml;dbus-log-processor/pom.xml;dbus-mysql-extractor/pom.xml;dbus-router/pom.xml;dbus-sinker/pom.xml;dbus-stream/dbus-stream-common/pom.xml;dbus-stream/dbus-stream-db2/pom.xml;dbus-stream/dbus-stream-main/pom.xml;dbus-stream/dbus-stream-mongo/pom.xml;dbus-stream/dbus-stream-mysql/pom.xml;dbus-stream/dbus-stream-oracle/pom.xml;dbus-stream/pom.xml;dbus-tools/pom.xml;deployer/pom.xml;encoder-base/pom.xml;encoder-plugins/pom.xml;pom.xml;,,dbus-keeper/keeper-web/.travis.yml;dbus-mongo-extractor/.travis.yml;,,,,,,,,,,,,,,,
https://github.com/udacity/Just-Java,,app/build.gradle;build.gradle;settings.gradle;,,.github/workflows/manual.yml;,,,,,,,,,,,,,,
https://github.com/tigerguixh/QuickNews,QuickNews/pom.xml;,QuickNews/build.gradle;vitamio/build.gradle;,,,,,,,,,,,,,,,,
https://github.com/mabaiwan/hippo4j,hippo4j-adapter/hippo4j-adapter-base/pom.xml;hippo4j-adapter/hippo4j-adapter-dubbo/pom.xml;hippo4j-adapter/hippo4j-adapter-kafka/pom.xml;hippo4j-adapter/hippo4j-adapter-rabbitmq/pom.xml;hippo4j-adapter/hippo4j-adapter-rocketmq/pom.xml;hippo4j-adapter/hippo4j-adapter-spring-cloud-stream-kafka/pom.xml;hippo4j-adapter/hippo4j-adapter-spring-cloud-stream-rocketmq/pom.xml;hippo4j-adapter/pom.xml;hippo4j-auth/pom.xml;hippo4j-common/pom.xml;hippo4j-config/pom.xml;hippo4j-console/pom.xml;hippo4j-core/pom.xml;hippo4j-discovery/pom.xml;hippo4j-example/hippo4j-core-apollo-spring-boot-starter-example/pom.xml;hippo4j-example/hippo4j-core-nacos-spring-boot-starter-example/pom.xml;hippo4j-example/hippo4j-core-zookeeper-spring-boot-starter-example/pom.xml;hippo4j-example/hippo4j-example-core/pom.xml;hippo4j-example/hippo4j-spring-boot-starter-adapter-kafka-example/pom.xml;hippo4j-example/hippo4j-spring-boot-starter-adapter-rabbitmq-example/pom.xml;hippo4j-example/hippo4j-spring-boot-starter-adapter-rocketmq-example/pom.xml;hippo4j-example/hippo4j-spring-boot-starter-adapter-spring-cloud-stream-rocketmq-example/pom.xml;hippo4j-example/hippo4j-spring-boot-starter-example/pom.xml;hippo4j-example/pom.xml;hippo4j-server/pom.xml;hippo4j-spring-boot/hippo4j-core-spring-boot-starter/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-all/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-dubbo/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-kafka/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-rabbitmq/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-rocketmq/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-spring-cloud-stream-kafka/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-spring-cloud-stream-rocketmq/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter/pom.xml;hippo4j-spring-boot/pom.xml;hippo4j-tool/log-record-tool/pom.xml;hippo4j-tool/pom.xml;pom.xml;,,,,,,hippo4j-adapter/hippo4j-adapter-base/pom.xml;hippo4j-adapter/hippo4j-adapter-dubbo/pom.xml;hippo4j-adapter/hippo4j-adapter-kafka/pom.xml;hippo4j-adapter/hippo4j-adapter-rabbitmq/pom.xml;hippo4j-adapter/hippo4j-adapter-rocketmq/pom.xml;hippo4j-adapter/hippo4j-adapter-spring-cloud-stream-kafka/pom.xml;hippo4j-adapter/hippo4j-adapter-spring-cloud-stream-rocketmq/pom.xml;hippo4j-common/pom.xml;hippo4j-core/pom.xml;hippo4j-spring-boot/hippo4j-core-spring-boot-starter/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-all/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-dubbo/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-kafka/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-rabbitmq/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-rocketmq/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-spring-cloud-stream-kafka/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter-adapter/hippo4j-spring-boot-starter-adapter-spring-cloud-stream-rocketmq/pom.xml;hippo4j-spring-boot/hippo4j-spring-boot-starter/pom.xml;pom.xml;,,,,,,,,,,,
https://github.com/RedSpider1/concurrent,,,,,,,,,,,,,,,,,,
https://github.com/dji-sdk/Mobile-SDK-Android,,Sample Code/app/build.gradle;Sample Code/build.gradle;Sample Code/settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/opensourceBIM/BIMserver,Bdb/pom.xml;BimServer/pom.xml;BimServerClientLib/pom.xml;BimServerJar/pom.xml;BimServerWar/pom.xml;PluginBase/pluginbase.pom.xml;PluginBase/pom.xml;Shared/pom.xml;Tests/pom.xml;pom.xml;,,,,,,PluginBase/pluginbase.pom.xml;pom.xml;,,,,,,,,,,,
https://github.com/spotify/docker-client,pom.xml;,,,,pom.xml;,,,,,,,,,,,,,
https://github.com/jgilfelt/android-sqlite-asset-helper,,build.gradle;library/build.gradle;samples/database-v1/build.gradle;samples/database-v13-upgrade/build.gradle;samples/database-v2-upgrade/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,
https://github.com/LandmakTechnology/java-web-app,pom.xml;,,,,,,,,,,,,,,,,,
https://github.com/AweiLoveAndroid/CommonDevKnowledge,,,,,,,,,,,,,,,,,,
https://github.com/apache/sqoop,,build.gradle;gradle/sqoop-package.gradle;gradle/sqoop-version-gen.gradle;settings.gradle;,.travis.yml;,,,,,build.gradle;,,build.gradle;,,,,,,,,
